,season,holiday,workingday,weathersit,temp,atemp,hum,windspeed,hr,mnth,yr,prediction
4914,3,0,1,1,0.86,0.803,0.47,0.1642,16,7,0,261.0
10967,2,0,0,1,0.36,0.3333,0.32,0.2537,3,4,1,26.0
14638,3,0,1,1,0.62,0.5758,0.83,0.0896,3,9,1,10.0
4170,3,0,1,1,0.74,0.6818,0.55,0.1045,16,6,0,283.0
3108,2,0,0,2,0.52,0.5,0.94,0.1642,10,5,0,279.0
15197,4,0,0,1,0.58,0.5455,0.46,0.1642,10,9,1,404.0
4852,3,0,1,1,0.68,0.6364,0.89,0.1045,2,7,0,7.0
8696,1,0,1,1,0.16,0.1515,0.55,0.2537,4,1,1,2.0
12284,2,0,1,1,0.64,0.6212,0.53,0.2239,1,6,1,25.0
6252,4,0,1,2,0.6,0.5,1.0,0.1045,2,9,0,2.0
3652,2,0,1,1,0.58,0.5455,0.88,0.1045,2,6,0,20.0
8310,4,0,0,1,0.2,0.2121,0.75,0.1642,22,12,0,37.0
817,1,0,0,1,0.34,0.3333,0.46,0.0,12,2,0,182.0
9545,1,0,1,1,0.44,0.4394,0.35,0.2537,16,2,1,266.0
11375,2,0,1,1,0.3,0.2879,0.7,0.194,4,4,1,1.0
9577,1,0,1,2,0.24,0.2424,0.87,0.1642,0,2,1,15.0
12878,3,0,1,1,0.74,0.6515,0.27,0.4627,19,6,1,671.0
10111,1,0,1,1,0.3,0.3333,0.81,0.0,9,3,1,274.0
9617,1,0,1,2,0.34,0.3182,0.42,0.2537,16,2,1,246.0
12141,2,0,0,1,0.64,0.5758,0.89,0.1343,2,5,1,73.0
41,1,0,0,2,0.36,0.3333,0.46,0.3284,18,1,0,101.0
12223,2,0,1,1,0.8,0.7576,0.55,0.3284,12,5,1,239.0
11518,2,0,1,1,0.4,0.4091,0.76,0.1642,3,4,1,4.0
5545,3,0,1,1,0.62,0.6061,0.61,0.1343,23,8,0,75.0
7508,4,0,1,2,0.54,0.5152,0.6,0.2836,11,11,0,150.0
15181,4,0,0,1,0.56,0.5303,0.46,0.194,18,9,1,413.0
16574,4,0,1,1,0.24,0.2121,0.6,0.2836,8,11,1,588.0
15207,4,0,0,3,0.5,0.4848,0.72,0.1343,20,9,1,304.0
15917,4,0,1,1,0.36,0.3485,0.57,0.1343,22,10,1,202.0
15564,4,0,1,1,0.56,0.5303,0.64,0.2537,17,10,1,806.0
8076,4,0,1,2,0.24,0.197,0.6,0.4627,4,12,0,1.0
17037,4,0,1,3,0.4,0.4091,0.94,0.2537,16,12,1,107.0
14873,3,0,0,1,0.56,0.5303,0.68,0.0896,22,9,1,279.0
7407,4,0,1,2,0.36,0.3485,1.0,0.1343,6,11,0,72.0
3698,2,0,1,1,0.66,0.5909,0.89,0.1343,0,6,0,35.0
7425,4,1,0,1,0.34,0.3182,0.53,0.2537,0,11,0,23.0
15966,4,0,1,1,0.34,0.303,0.53,0.2985,23,11,1,67.0
5418,3,0,1,1,0.8,0.7273,0.46,0.3582,16,8,0,300.0
7923,4,0,1,1,0.34,0.3485,0.46,0.1045,19,12,0,204.0
5838,3,1,0,2,0.66,0.5909,0.89,0.1045,17,9,0,175.0
14950,3,0,1,1,0.44,0.4394,0.77,0.0,3,9,1,7.0
2578,2,0,1,2,0.34,0.3182,0.53,0.2537,8,4,0,325.0
9060,1,0,1,1,0.3,0.2727,0.42,0.4627,10,1,1,103.0
4176,3,0,1,1,0.68,0.6364,0.69,0.0,22,6,0,156.0
12315,2,0,0,1,0.54,0.5152,0.64,0.1642,8,6,1,156.0
3852,2,0,1,1,0.62,0.6212,0.46,0.2239,10,6,0,95.0
14587,3,0,1,1,0.72,0.697,0.74,0.2537,0,9,1,96.0
15769,4,0,1,1,0.48,0.4697,0.82,0.1045,6,10,1,137.0
13563,3,0,1,1,0.74,0.697,0.7,0.194,8,7,1,667.0
2246,2,0,1,2,0.4,0.4091,0.62,0.3881,11,4,0,122.0
1254,1,0,1,3,0.42,0.4242,0.94,0.3284,10,2,0,95.0
10490,1,0,0,2,0.4,0.4091,0.94,0.1045,5,3,1,2.0
8187,4,0,1,1,0.28,0.303,0.61,0.0896,19,12,0,268.0
6954,4,0,0,1,0.42,0.4242,0.67,0.0896,9,10,0,143.0
11356,2,0,1,2,0.3,0.2727,0.75,0.3881,9,4,1,285.0
2122,2,0,0,1,0.32,0.303,0.57,0.2239,7,4,0,19.0
2673,2,0,1,1,0.58,0.5455,0.83,0.2985,7,4,0,272.0
7554,4,0,1,3,0.46,0.4545,0.94,0.0,9,11,0,232.0
11103,2,0,1,1,0.44,0.4394,0.33,0.2537,20,4,1,252.0
11216,2,0,1,1,0.62,0.6212,0.29,0.2537,13,4,1,358.0
14180,3,0,0,1,0.64,0.6061,0.65,0.0,1,8,1,109.0
1516,1,0,1,2,0.38,0.3939,0.25,0.1045,13,3,0,99.0
3995,2,0,1,2,0.6,0.5758,0.78,0.2537,9,6,0,275.0
16325,4,0,0,2,0.3,0.3182,0.7,0.1045,23,11,1,110.0
5653,3,0,1,1,0.62,0.5909,0.73,0.1045,0,8,0,27.0
6062,3,0,1,1,0.6,0.5758,0.78,0.1045,4,9,0,6.5
16595,4,0,1,1,0.22,0.2727,0.69,0.0,6,11,1,130.0
7507,4,0,1,2,0.5,0.4848,0.63,0.2836,10,11,0,140.0
15119,4,0,1,1,0.56,0.5303,0.94,0.1343,4,9,1,5.0
6179,3,0,1,2,0.54,0.5152,0.88,0.1642,1,9,0,12.0
2344,2,0,1,2,0.5,0.4848,0.82,0.2836,14,4,0,183.0
10324,1,0,0,1,0.22,0.2273,0.69,0.1343,7,3,1,31.0
7782,4,0,1,1,0.36,0.3788,0.71,0.0,21,11,0,168.0
12711,2,0,1,2,0.62,0.5909,0.73,0.1343,20,6,1,340.0
13009,3,0,0,1,0.7,0.6667,0.79,0.0896,6,7,1,50.0
8127,4,0,0,1,0.24,0.2273,0.65,0.194,7,12,0,26.0
13396,3,0,1,2,0.82,0.7727,0.49,0.2239,9,7,1,363.0
7897,4,0,1,2,0.34,0.303,0.49,0.3284,17,11,0,376.0
3509,2,0,1,2,0.64,0.5606,0.94,0.0,3,5,0,4.0
17014,4,0,0,2,0.38,0.3939,0.82,0.1045,17,12,1,309.0
3769,2,0,1,1,0.72,0.697,0.74,0.1642,23,6,0,82.0
11034,2,0,1,2,0.46,0.4545,0.41,0.4925,22,4,1,127.0
4676,3,0,1,1,0.82,0.7727,0.49,0.3582,18,7,0,463.0
13655,3,0,0,1,0.7,0.6667,0.79,0.194,4,7,1,4.0
3165,2,0,1,1,0.58,0.5455,0.83,0.2537,19,5,0,318.0
11828,2,0,0,2,0.54,0.5152,0.68,0.1343,1,5,1,88.0
4280,3,0,0,1,0.62,0.6061,0.69,0.1045,6,7,0,21.0
385,1,1,0,2,0.18,0.197,0.47,0.1343,13,1,0,65.0
11560,2,0,1,1,0.64,0.6061,0.65,0.1343,21,5,1,223.0
33,1,0,0,2,0.36,0.3485,0.81,0.2239,10,1,0,20.0
10336,1,0,0,1,0.5,0.4848,0.31,0.2836,19,3,1,352.0
17253,1,0,1,3,0.28,0.2576,0.93,0.2985,18,12,1,26.0
15998,4,0,0,1,0.26,0.2727,0.65,0.1045,7,11,1,78.0
311,1,0,1,1,0.18,0.1667,0.51,0.2836,11,1,0,35.0
334,1,0,0,1,0.18,0.197,0.59,0.1642,10,1,0,84.0
13381,3,0,1,1,0.84,0.803,0.53,0.0,18,7,1,771.0
5896,3,0,1,3,0.62,0.5455,0.94,0.0896,5,9,0,24.0
1139,1,0,0,1,0.2,0.1818,0.47,0.2985,6,2,0,7.0
1303,1,0,0,1,0.4,0.4091,0.54,0.0896,12,2,0,308.0
6977,4,0,0,1,0.36,0.3485,0.87,0.1343,8,10,0,64.0
6020,3,0,1,1,0.68,0.6364,0.69,0.1343,10,9,0,129.0
8631,1,0,0,1,0.4,0.4091,0.76,0.1642,10,12,0,217.0
4028,3,0,1,2,0.76,0.7273,0.7,0.2537,18,6,0,409.0
12723,2,0,1,2,0.6,0.5758,0.78,0.1642,8,6,1,653.0
7049,4,0,1,2,0.44,0.4394,0.67,0.194,8,10,0,452.0
16728,4,0,1,1,0.48,0.4697,0.67,0.2239,19,12,1,154.0
9859,1,1,0,1,0.34,0.3182,0.34,0.2239,19,2,1,143.0
9361,1,0,1,1,0.26,0.2576,0.6,0.194,23,1,1,54.0
7615,4,0,1,1,0.26,0.2727,0.52,0.1045,22,11,0,95.0
3101,2,0,0,2,0.5,0.4848,0.88,0.1343,3,5,0,32.0
8471,1,0,0,1,0.32,0.303,0.39,0.2239,15,12,0,121.0
5981,3,0,0,1,0.68,0.6364,0.65,0.2985,18,9,0,339.0
5761,3,0,1,2,0.66,0.6212,0.69,0.2239,12,9,0,140.0
9161,1,0,0,2,0.16,0.1515,0.8,0.194,15,1,1,182.0
8687,1,1,0,1,0.24,0.2273,0.38,0.2239,19,1,1,181.0
4013,3,0,1,3,0.62,0.5758,0.83,0.1642,3,6,0,2.0
5483,3,0,0,1,0.72,0.697,0.74,0.2239,9,8,0,247.0
7157,4,0,0,1,0.34,0.3636,0.57,0.0,20,10,0,163.0
12203,2,1,0,1,0.82,0.7879,0.56,0.3284,16,5,1,504.0
10365,1,0,1,2,0.56,0.5303,0.52,0.194,0,3,1,10.0
1643,1,0,1,1,0.26,0.2727,0.65,0.1045,0,3,0,9.0
2974,2,0,0,1,0.52,0.5,0.77,0.1343,20,5,0,198.0
1576,1,0,1,2,0.32,0.3333,0.93,0.0896,3,3,0,2.0
1024,1,0,1,1,0.22,0.197,0.29,0.4478,9,2,0,115.0
11386,2,0,1,1,0.5,0.4848,0.23,0.4179,15,4,1,255.0
10364,1,0,1,1,0.56,0.5303,0.56,0.2239,23,3,1,87.0
5715,3,0,1,1,0.74,0.6515,0.4,0.1343,14,8,0,189.0
11914,2,0,1,2,0.72,0.6667,0.48,0.1045,15,5,1,259.0
2906,2,0,1,1,0.44,0.4394,0.44,0.1642,0,5,0,177.0
8966,1,0,0,1,0.2,0.197,0.4,0.194,11,1,1,219.0
11317,2,0,0,2,0.68,0.6364,0.47,0.4925,18,4,1,383.0
5608,3,0,1,1,0.8,0.7727,0.59,0.0,14,8,0,249.0
12558,2,0,1,3,0.66,0.6061,0.83,0.3582,11,6,1,79.0
10415,1,0,1,1,0.5,0.4848,0.59,0.0,2,3,1,4.0
3184,2,0,1,1,0.62,0.5909,0.73,0.4627,14,5,0,172.0
17178,1,0,0,1,0.32,0.303,0.39,0.2239,13,12,1,190.0
2252,2,0,1,3,0.32,0.303,0.93,0.2537,17,4,0,69.0
10926,2,0,1,1,0.42,0.4242,0.35,0.2836,10,4,1,204.0
10804,2,0,0,2,0.36,0.3485,0.87,0.1642,7,3,1,27.0
15834,4,0,1,1,0.52,0.5,0.83,0.1642,23,10,1,256.0
4438,3,0,1,1,0.66,0.6061,0.83,0.1642,20,7,0,206.0
4954,3,0,0,1,0.78,0.7424,0.59,0.2239,8,7,0,109.0
12766,3,0,1,1,0.72,0.697,0.74,0.0,3,6,1,12.0
4721,3,0,1,1,0.86,0.8182,0.5,0.1642,15,7,0,175.0
11474,2,0,0,1,0.34,0.3333,0.49,0.1642,7,4,1,54.0
7513,4,0,1,1,0.62,0.6212,0.46,0.4179,16,11,0,295.0
9239,1,0,1,1,0.3,0.3333,0.65,0.0,21,1,1,116.0
16498,4,0,0,1,0.22,0.2727,0.44,0.0,4,11,1,3.0
10279,1,0,1,2,0.34,0.2879,0.42,0.5224,9,3,1,233.0
5040,3,0,1,2,0.78,0.7424,0.59,0.1642,22,8,0,147.0
5405,3,0,1,1,0.66,0.6212,0.69,0.2836,3,8,0,4.0
15495,4,0,1,1,0.42,0.4242,0.47,0.1343,20,10,1,432.0
17346,1,0,0,1,0.28,0.2576,0.38,0.3284,15,12,1,153.0
14888,3,0,1,1,0.64,0.6061,0.65,0.2537,13,9,1,332.0
15242,4,0,1,3,0.58,0.5455,0.83,0.1045,7,10,1,303.0
14478,3,0,1,1,0.86,0.7424,0.28,0.2985,11,8,1,263.0
12855,3,0,0,1,0.78,0.697,0.46,0.2537,20,6,1,356.0
15134,4,0,1,1,0.66,0.6212,0.65,0.1343,19,9,1,534.0
16637,4,0,0,1,0.26,0.303,0.81,0.0,0,12,1,95.0
2357,2,0,1,3,0.4,0.4091,0.94,0.3284,3,4,0,2.0
568,1,0,1,1,0.24,0.2273,0.65,0.194,21,1,0,57.0
15860,4,0,0,2,0.5,0.4848,0.72,0.2836,1,10,1,95.0
4084,3,0,1,1,0.66,0.6061,0.83,0.3284,2,6,0,26.0
9601,1,0,1,2,0.28,0.303,0.65,0.0896,0,2,1,14.0
31,1,0,0,3,0.4,0.4091,0.71,0.2239,8,1,0,20.0
4844,3,0,1,1,0.74,0.7121,0.74,0.0896,18,7,0,489.0
121,1,0,1,2,0.16,0.2273,0.59,0.0,7,1,0,99.0
14256,3,0,1,1,0.6,0.5758,0.78,0.0,5,8,1,37.0
1611,1,0,0,1,0.42,0.4242,0.44,0.4925,15,3,0,166.0
9100,1,0,1,1,0.26,0.2727,0.48,0.1343,2,1,1,3.0
15271,4,0,1,2,0.7,0.6515,0.7,0.1045,12,10,1,375.0
13725,3,0,1,1,0.66,0.6061,0.83,0.1343,2,7,1,16.0
5916,3,0,1,2,0.62,0.5152,1.0,0.1642,1,9,0,20.0
15574,4,0,1,1,0.42,0.4242,0.67,0.1045,3,10,1,15.0
2124,2,0,0,1,0.36,0.3182,0.5,0.4925,9,4,0,62.0
5841,3,1,0,3,0.66,0.5909,0.94,0.2537,20,9,0,157.0
12309,2,0,0,2,0.54,0.5152,0.88,0.0,2,6,1,87.0
11786,2,0,1,1,0.42,0.4242,0.5,0.2537,7,5,1,401.0
732,1,0,1,1,0.22,0.197,0.47,0.3284,21,2,0,82.0
3410,2,0,1,1,0.68,0.6364,0.69,0.2537,0,5,0,63.0
16511,4,0,0,1,0.28,0.2727,0.41,0.1642,17,11,1,126.0
11909,2,0,1,1,0.66,0.6212,0.61,0.0,10,5,1,249.0
79,1,0,1,1,0.22,0.2121,0.51,0.2985,11,1,0,63.0
16038,4,0,1,1,0.26,0.2727,0.6,0.1343,23,11,1,64.0
4894,3,0,1,1,0.76,0.6818,0.45,0.2239,20,7,0,323.0
410,1,0,1,3,0.22,0.2273,0.93,0.1343,2,1,0,2.0
3919,2,0,1,1,0.54,0.5152,1.0,0.0,5,6,0,9.0
3635,2,0,0,2,0.6,0.5758,0.78,0.194,9,6,0,175.0
16780,4,0,1,1,0.24,0.2424,0.65,0.1642,23,12,1,64.0
1084,1,0,1,1,0.5,0.4848,0.59,0.2836,22,2,0,90.0
9806,1,0,0,1,0.4,0.4091,0.43,0.2836,13,2,1,376.0
11710,2,0,1,2,0.52,0.5,0.68,0.2836,3,5,1,5.0
5605,3,0,1,2,0.76,0.7121,0.62,0.0,11,8,0,172.0
8352,4,0,1,1,0.4,0.4091,0.4,0.2537,16,12,0,201.0
6544,4,0,1,1,0.44,0.4394,0.82,0.1045,6,10,0,109.0
3434,2,0,0,1,0.58,0.5455,0.88,0.1343,0,5,0,83.0
2188,2,0,1,1,0.26,0.2727,0.6,0.1343,1,4,0,4.0
5377,3,0,1,1,0.66,0.6212,0.65,0.1343,23,8,0,132.0
6484,4,0,0,2,0.36,0.3485,0.81,0.194,18,10,0,171.0
17061,4,0,1,1,0.44,0.4394,0.41,0.4627,16,12,1,377.0
7662,4,0,0,2,0.48,0.4697,0.77,0.0896,21,11,0,157.0
13185,3,0,0,1,0.96,0.9091,0.36,0.1642,14,7,1,298.0
13688,3,0,0,1,0.8,0.7424,0.49,0.2239,13,7,1,522.0
2081,2,0,1,2,0.36,0.3333,0.46,0.3582,14,4,0,120.0
13668,3,0,0,1,0.82,0.7576,0.46,0.194,17,7,1,382.0
5712,3,0,1,1,0.72,0.6515,0.42,0.1343,11,8,0,175.0
157,1,0,1,1,0.18,0.2121,0.47,0.1045,20,1,0,52.0
9869,1,0,1,1,0.2,0.2576,0.75,0.0,6,2,1,42.0
9551,1,0,1,1,0.32,0.3182,0.57,0.194,22,2,1,119.0
8525,1,1,0,1,0.26,0.2727,0.7,0.1045,23,12,0,16.0
4257,3,0,1,1,0.66,0.6212,0.54,0.1045,7,7,0,307.0
4743,3,0,1,1,0.88,0.8939,0.56,0.2985,13,7,0,134.0
9910,1,0,1,2,0.46,0.4545,0.41,0.2836,23,2,1,74.0
7958,4,0,0,1,0.24,0.2576,0.65,0.1045,6,12,0,11.0
8741,1,0,1,1,0.2,0.2273,0.51,0.0896,1,1,1,6.0
1484,1,0,1,1,0.2,0.1818,0.75,0.3582,5,3,0,2.0
15816,4,0,1,2,0.52,0.5,0.88,0.1045,5,10,1,55.0
705,1,0,1,2,0.24,0.2576,0.81,0.1045,18,2,0,133.0
11263,2,0,1,1,0.54,0.5152,0.49,0.0,12,4,1,238.0
14081,3,0,1,1,0.72,0.6818,0.66,0.0896,22,8,1,291.0
3154,2,0,1,1,0.56,0.5303,0.73,0.2985,8,5,0,517.0
3669,2,0,1,1,0.72,0.6667,0.54,0.194,19,6,0,347.0
5500,3,0,1,2,0.7,0.6515,0.65,0.1045,2,8,0,6.0
953,1,0,0,1,0.14,0.1515,0.86,0.1343,8,2,0,12.0
8726,1,0,1,1,0.06,0.1061,0.45,0.0,10,1,1,84.0
7585,4,0,1,1,0.32,0.2879,0.39,0.4179,16,11,0,208.0
5139,3,0,0,2,0.7,0.6667,0.84,0.2537,1,8,0,73.0
396,1,0,1,2,0.2,0.1818,0.86,0.3284,12,1,0,48.0
11587,2,0,1,2,0.48,0.4697,0.82,0.2239,0,5,1,35.0
16420,4,0,1,1,0.34,0.3636,0.49,0.0,22,11,1,122.0
5267,3,0,1,1,0.72,0.6515,0.34,0.1343,9,8,0,209.0
17130,1,0,1,2,0.32,0.2879,0.39,0.4179,13,12,1,224.0
2536,2,0,1,1,0.74,0.6515,0.4,0.4627,14,4,0,157.0
15908,4,0,1,1,0.42,0.4242,0.5,0.2239,13,10,1,290.0
4156,3,0,1,3,0.62,0.5909,0.78,0.1343,2,6,0,15.0
8962,1,0,0,1,0.14,0.1515,0.5,0.1343,7,1,1,31.0
11224,2,0,1,1,0.56,0.5303,0.26,0.2985,21,4,1,274.0
8455,1,0,1,1,0.32,0.3333,0.66,0.1343,23,12,0,35.0
15425,4,0,1,2,0.48,0.4697,0.77,0.0896,22,10,1,183.0
16203,4,1,0,3,0.54,0.5152,0.73,0.2239,21,11,1,253.0
14866,3,0,0,1,0.64,0.6212,0.41,0.1642,15,9,1,612.0
1528,1,0,1,1,0.26,0.2727,0.52,0.1343,1,3,0,4.0
3692,2,0,1,1,0.78,0.697,0.46,0.2836,18,6,0,540.0
16524,4,0,1,1,0.22,0.2727,0.69,0.0,6,11,1,130.0
5971,3,0,0,1,0.64,0.5909,0.78,0.0,8,9,0,89.0
5337,3,0,1,1,0.6,0.5455,0.88,0.2537,7,8,0,284.0
1662,1,0,1,1,0.34,0.3182,0.46,0.2239,20,3,0,105.0
455,1,0,1,2,0.24,0.2273,0.7,0.2537,0,1,0,9.0
13707,3,0,1,2,0.72,0.697,0.74,0.1045,8,7,1,738.0
10836,2,0,0,1,0.5,0.4848,0.55,0.2537,15,4,1,595.0
5018,3,0,1,1,0.66,0.6212,0.74,0.0,0,8,0,31.0
11887,2,0,1,1,0.64,0.6061,0.73,0.194,12,5,1,265.0
6679,4,1,0,1,0.56,0.5303,0.88,0.0896,21,10,0,126.0
7087,4,0,1,1,0.36,0.3182,0.66,0.4925,22,10,0,62.0
7838,4,0,1,1,0.42,0.4242,0.82,0.0896,6,11,0,109.0
651,1,0,0,1,0.22,0.2727,0.75,0.0,11,1,0,113.0
10062,1,0,1,2,0.28,0.2879,0.75,0.1045,8,2,1,501.0
7635,4,0,0,1,0.38,0.3939,0.46,0.1343,18,11,0,203.0
3016,2,0,1,2,0.62,0.6212,0.33,0.0,14,5,0,256.0
6223,3,0,1,2,0.6,0.5,1.0,0.0896,21,9,0,115.0
10952,2,0,1,1,0.42,0.4242,0.35,0.2985,12,4,1,200.0
9754,1,0,1,2,0.3,0.303,0.7,0.1642,9,2,1,255.0
13001,3,0,0,1,0.78,0.7424,0.62,0.1642,22,6,1,159.0
14631,3,0,1,1,0.66,0.6061,0.78,0.2239,20,9,1,363.0
6829,4,0,1,1,0.56,0.5303,0.49,0.194,3,10,0,8.0
11549,2,0,1,1,0.62,0.5909,0.78,0.2537,10,5,1,171.0
5224,3,0,1,1,0.84,0.7273,0.34,0.3284,14,8,0,163.0
17335,1,0,0,2,0.26,0.2576,0.56,0.2239,4,12,1,5.0
17250,1,0,1,3,0.26,0.2273,0.87,0.3582,15,12,1,13.0
5638,3,0,0,1,0.66,0.6212,0.74,0.4179,9,8,0,201.0
13179,3,0,0,1,0.84,0.803,0.53,0.1343,8,7,1,195.0
12019,2,0,1,3,0.58,0.5455,0.88,0.2985,0,5,1,35.0
6759,4,0,1,2,0.56,0.5303,0.94,0.1642,5,10,0,16.0
13989,3,0,0,3,0.64,0.5909,0.78,0.194,2,8,1,93.0
173,1,0,0,2,0.2,0.1818,0.59,0.3582,12,1,0,78.0
16192,4,1,0,1,0.48,0.4697,0.77,0.1642,10,11,1,434.0
8211,4,0,1,1,0.32,0.3182,0.49,0.1642,19,12,0,204.0
335,1,0,0,1,0.2,0.197,0.55,0.2239,11,1,0,89.0
7035,4,0,1,1,0.52,0.5,0.42,0.1045,18,10,0,423.0
8051,4,0,1,3,0.46,0.4545,1.0,0.2239,3,12,0,1.0
2133,2,0,0,2,0.46,0.4545,0.31,0.0,18,4,0,303.0
8485,1,0,0,1,0.2,0.2273,0.75,0.1045,6,12,0,10.0
12587,2,0,1,1,0.72,0.6515,0.3,0.4925,16,6,1,427.0
399,1,0,1,2,0.22,0.2273,0.87,0.1642,15,1,0,41.0
15527,4,0,0,1,0.42,0.4242,0.77,0.2836,4,10,1,21.0
10546,1,0,1,1,0.6,0.5758,0.78,0.194,13,3,1,261.0
749,1,0,1,1,0.22,0.197,0.37,0.3284,15,2,0,47.0
611,1,0,1,1,0.24,0.2424,0.75,0.1343,17,1,0,109.0
14351,3,0,0,2,0.64,0.5758,0.89,0.194,4,8,1,22.0
6194,3,0,1,2,0.6,0.5606,0.83,0.1642,16,9,0,226.0
9566,1,0,1,2,0.28,0.2879,0.61,0.1045,13,2,1,172.0
11459,2,0,1,1,0.52,0.5,0.29,0.2537,16,4,1,402.0
8304,4,0,0,1,0.28,0.2727,0.45,0.2239,16,12,0,234.0
10911,2,0,1,1,0.66,0.6212,0.39,0.2239,19,4,1,503.0
10231,1,0,1,1,0.3,0.2727,0.61,0.3284,9,3,1,197.0
14173,3,0,0,1,0.74,0.6515,0.37,0.1642,18,8,1,645.0
9054,1,0,1,1,0.34,0.2879,0.46,0.5224,4,1,1,5.0
3087,2,0,1,2,0.52,0.5,0.88,0.3881,13,5,0,172.0
3643,2,0,0,1,0.74,0.6667,0.51,0.0,17,6,0,397.0
7623,4,0,0,1,0.24,0.2121,0.6,0.3284,6,11,0,7.0
3187,2,0,1,1,0.62,0.6061,0.65,0.4179,17,5,0,274.0
5706,3,0,1,1,0.54,0.5152,0.83,0.0896,5,8,0,31.0
15819,4,0,1,2,0.54,0.5152,0.88,0.1343,8,10,1,801.0
16037,4,0,1,1,0.28,0.2727,0.56,0.194,22,11,1,154.0
12498,2,0,0,1,0.68,0.6364,0.61,0.1642,23,6,1,160.0
16816,4,0,0,2,0.4,0.4091,0.87,0.1045,11,12,1,295.0
13082,3,1,0,1,0.68,0.6364,0.65,0.0,7,7,1,67.0
5549,3,0,1,1,0.58,0.5455,0.68,0.1343,3,8,0,6.0
8248,4,0,1,2,0.34,0.3182,0.66,0.2239,8,12,0,432.0
5282,3,0,0,1,0.68,0.6364,0.51,0.1045,0,8,0,154.0
15808,4,0,1,2,0.52,0.5,0.88,0.1343,21,10,1,251.0
1795,1,0,0,1,0.36,0.3636,0.4,0.1045,12,3,0,203.0
5030,3,0,1,1,0.86,0.7424,0.3,0.2836,12,8,0,168.0
13894,3,0,1,1,0.7,0.6667,0.84,0.0,3,8,1,7.0
214,1,0,1,1,0.1,0.1061,0.54,0.2537,5,1,0,6.0
9676,1,0,1,1,0.12,0.1515,0.54,0.1045,3,2,1,4.0
11933,2,0,1,1,0.56,0.5303,0.52,0.2537,10,5,1,210.0
11300,2,0,0,1,0.52,0.5,0.77,0.2239,1,4,1,116.0
1562,1,0,1,3,0.42,0.4242,0.0,0.2239,13,3,0,34.0
16503,4,0,0,2,0.24,0.2273,0.48,0.2239,9,11,1,122.0
4128,3,0,0,1,0.68,0.6364,0.47,0.194,22,6,0,183.0
11816,2,0,0,1,0.64,0.6212,0.36,0.194,13,5,1,644.0
3213,2,0,1,3,0.56,0.5303,0.88,0.1343,19,5,0,270.0
14504,3,0,0,2,0.82,0.7727,0.52,0.0896,13,9,1,632.0
14604,3,0,1,1,0.76,0.7273,0.66,0.2537,17,9,1,812.0
16582,4,0,1,1,0.36,0.3333,0.29,0.2537,16,11,1,346.0
3595,2,0,1,1,0.72,0.6364,0.25,0.2836,17,6,0,564.0
7780,4,0,1,1,0.42,0.4242,0.67,0.0,19,11,0,315.0
13094,3,1,0,1,0.86,0.803,0.47,0.2239,19,7,1,374.0
6440,4,0,1,1,0.52,0.5,0.55,0.3284,22,9,0,188.0
2694,2,0,1,1,0.56,0.5303,0.94,0.2239,4,4,0,21.0
10598,2,0,1,1,0.66,0.6212,0.65,0.1642,17,3,1,678.0
16292,4,0,1,1,0.42,0.4242,0.35,0.1045,14,11,1,228.0
8246,4,0,1,1,0.32,0.3182,0.66,0.194,6,12,0,90.0
16193,4,1,0,1,0.52,0.5,0.72,0.1642,11,11,1,251.0
6880,4,0,1,3,0.52,0.5,0.77,0.2537,7,10,0,188.0
16561,4,0,1,1,0.26,0.2576,0.73,0.2985,19,11,1,336.0
5479,3,0,0,1,0.66,0.5909,0.89,0.2985,5,8,0,5.0
10949,2,0,1,1,0.34,0.303,0.42,0.3284,9,4,1,351.0
14660,3,0,0,2,0.66,0.5909,0.89,0.2836,1,9,1,92.0
16526,4,0,1,1,0.24,0.2879,0.65,0.0,8,11,1,595.0
7790,4,0,0,1,0.3,0.3182,0.75,0.1045,5,11,0,6.0
1869,2,0,1,2,0.4,0.4091,0.76,0.2239,16,3,0,217.0
9538,1,0,1,1,0.32,0.3333,0.49,0.0,9,2,1,274.0
15035,4,0,0,1,0.6,0.6212,0.33,0.3284,16,9,1,680.0
16311,4,0,0,1,0.34,0.3182,0.49,0.2239,9,11,1,219.0
14814,3,0,1,2,0.68,0.6364,0.61,0.1045,11,9,1,214.0
10723,2,0,1,1,0.36,0.3485,0.37,0.1343,22,3,1,83.0
0,1,0,0,1,0.24,0.2879,0.81,0.0,0,1,0,25.0
11256,2,0,1,1,0.4,0.4091,0.82,0.0,5,4,1,23.0
2213,2,0,1,1,0.42,0.4242,0.54,0.0,2,4,0,9.0
9875,1,0,1,2,0.3,0.2727,0.56,0.3881,12,2,1,134.0
10109,1,0,1,1,0.3,0.3333,0.7,0.0,7,3,1,288.0
8559,1,0,1,1,0.34,0.3182,0.57,0.2239,10,12,0,177.0
2348,2,0,1,3,0.44,0.4394,0.77,0.2239,18,4,0,291.0
8254,4,0,1,2,0.52,0.5,0.52,0.3284,14,12,0,152.0
16299,4,0,1,1,0.34,0.3333,0.49,0.194,21,11,1,233.0
8170,4,0,1,1,0.2,0.2576,0.69,0.0,2,12,0,2.0
4448,3,0,0,2,0.64,0.5758,0.83,0.194,6,7,0,37.0
7820,4,0,0,1,0.5,0.4848,0.63,0.3582,11,11,0,286.0
12978,3,0,1,3,0.82,0.8333,0.63,0.194,23,6,1,110.0
